New Account No,New MonthID, New Targets 
00328142074,119," $4,791 "
00469142215,109, $318 
00469142215,110, $21 
00469142215,111, $929 
00469142215,112, $208 
00469142215,113, $409 
00469142215,114, $551 
00469142215,115, $506 
00469142215,116, $72 
00469142215,117, $185 
00469142215,118, $109 
00469142215,119, $355 
00476142222,109, $236 
00476142222,110, $474 
00476142222,111, $604 
00476142222,112, $105 
00476142222,113, $806 
00543142289,109," $1,610 "
00543142289,110," $1,261 "
00543142289,111," $1,473 "
00543142289,112," $1,356 "
00543142289,113," $1,634 "
00543142289,114," $3,852 "
00543142289,115," $4,164 "
00543142289,116," $4,603 "
00543142289,117," $4,440 "
00543142289,118," $3,468 "
00543142289,119," $2,130 "
00748142494,109," $399,562 "
00748142494,110," $283,565 "
00748142494,111," $198,630 "
00748142494,112," $261,483 "
00748142494,113," $437,645 "
00748142494,114," $377,667 "
00748142494,115," $333,636 "
00748142494,116," $523,713 "
00748142494,117," $353,704 "
00748142494,118," $365,035 "
00748142494,119," $163,817 "
00752142498,109, $721 
00752142498,110, $175 
00752142498,111, $337 
00752142498,112, $695 
00752142498,113, $116 
00752142498,114, $280 
00752142498,115, $470 
00752142498,116, $417 
00752142498,117, $759 
00752142498,118, $823 
00752142498,119, $245 
00785142531,109, $301 
00785142531,110, $925 
00785142531,111, $703 
00785142531,112, $982 
00785142531,113, $414 
00785142531,114, $225 
00785142531,115, $108 
00785142531,116, $813 
00785142531,117, $592 
00785142531,118, $15 
00785142531,119, $161 
00850142596,109," $5,829 "
00850142596,110," $3,135 "
00850142596,111," $2,582 "
00850142596,112," $2,696 "
00850142596,113," $4,786 "
00850142596,114," $3,874 "
00850142596,115," $3,658 "
00850142596,116," $5,815 "
00850142596,117," $3,097 "
00850142596,118," $4,574 "
00850142596,119," $1,545 "
00873142619,109," $350,938 "
00873142619,110," $215,591 "
00873142619,111," $153,243 "
00873142619,112," $182,203 "
00873142619,113," $255,744 "
00873142619,114," $213,712 "
00873142619,115," $191,204 "
00873142619,116," $307,330 "
00873142619,117," $212,242 "
00873142619,118," $207,683 "
00873142619,119," $87,877 "
00195142941,109, $742 
00657143403,109, $624 
00657143403,110, $475 
00657143403,111, $139 
00657143403,112, $702 
00657143403,113, $71 
00657143403,114, $379 
00657143403,115, $301 
00657143403,116, $216 
00657143403,117, $898 
00657143403,118, $103 
00657143403,119, $48 
00924146670,109, $417 
00924146670,110," $12,222 "
00924146670,111," $11,999 "
00924146670,112," $15,508 "
00924146670,113," $25,285 "
00924146670,114," $21,924 "
00924146670,115," $19,553 "
00924146670,116," $32,945 "
00924146670,117," $19,261 "
00924146670,118," $20,376 "
00924146670,119," $9,449 "
00222148968,109, $420 
00222148968,110, $37 
00222148968,111, $111 
00222148968,112, $812 
00222148968,113, $311 
00222148968,114, $40 
00222148968,115, $41 
00222148968,116, $741 
00222148968,117, $103 
00222148968,118, $328 
00222148968,119, $758 
00419146165,109, $681 
00419146165,110, $917 
00038147784,109," $45,758 "
00038147784,110," $34,375 "
00038147784,111," $22,023 "
00038147784,112," $26,974 "
00038147784,113," $42,800 "
00038147784,114," $34,530 "
00038147784,115," $30,279 "
00038147784,116," $48,047 "
00038147784,117," $36,218 "
00038147784,118," $36,157 "
00038147784,119," $15,686 "
00681146427,109," $56,361 "
00681146427,110," $29,667 "
00681146427,111," $26,260 "
00681146427,112," $31,495 "
00681146427,113," $11,417 "
00681146427,114," $8,903 "
00681146427,115," $34,999 "
00681146427,116," $66,344 "
00681146427,117," $8,333 "
00681146427,118," $11,872 "
00681146427,119," $15,957 "
00159146905,109," $3,448 "
00159146905,110, $453 
00159146905,111, $359 
00159146905,112," $1,165 "
00159146905,113, $818 
00159146905,114," $4,845 "
00159146905,115," $5,427 "
00159146905,116," $5,338 "
00159146905,117," $6,778 "
00159146905,118," $5,668 "
00159146905,119," $3,501 "
00343147089,109," $126,331 "
00343147089,110," $87,892 "
00343147089,111," $53,043 "
00343147089,112," $54,004 "
00343147089,113," $141,445 "
00343147089,114," $67,806 "
00343147089,115," $64,364 "
00343147089,116," $151,919 "
00343147089,117," $115,126 "
00343147089,118," $115,861 "
00343147089,119," $53,854 "
00497147243,109, $61 
00497147243,110, $75 
00497147243,111, $316 
00497147243,112, $207 
00497147243,113, $580 
00497147243,114, $500 
00497147243,115, $77 
00497147243,116, $236 
00497147243,117, $322 
00497147243,118, $350 
00497147243,119, $63 
00582147328,109," $1,836 "
00582147328,110," $1,696 "
00582147328,111," $1,606 "
00582147328,112," $1,081 "
00582147328,113, $522 
00582147328,114, $522 
00582147328,115," $1,074 "
00582147328,116, $209 
00582147328,117, $226 
00582147328,118," $1,137 "
00582147328,119, $20 
00003147749,109," $13,849 "
00003147749,110," $2,941 "
00480141226,109, $15 
00024148770,109," $50,381 "
00024148770,110, $384 
0003414-220,110, $300 
0003414-220,111, $169 
0003414-220,112, $531 
0003414-220,113, $799 
0003414-220,114, $652 
0003414-220,115, $584 
0003414-220,116, $902 
0003414-220,117, $489 
0003414-220,118," $1,080 "
0003414-220,119, $952 
00254146000,109, $27 
00965142711,109, $649 
00429145175,109, $812 
00825145571,109, $664 
00825145571,110, $962 
00031147777,109, $228 
00031147777,110, $761 
00031147777,111, $107 
00031147777,112," $1,065 "
00031147777,113, $94 
00031147777,114," $1,028 "
00031147777,115, $309 
00031147777,116," $1,016 "
00031147777,117, $558 
00031147777,118, $717 
00031147777,119, $765 
00332144078,109, $13 
00332144078,110, $312 
00332144078,111, $277 
00332144078,112, $799 
00332144078,113, $731 
00332144078,114, $257 
00332144078,115, $239 
00332144078,116, $324 
00332144078,117, $253 
00332144078,118, $294 
00332144078,119, $193 
00335144081,109, $708 
00228146974,109, $115 
00396147142,109, $184 
00271148017,109," $31,708 "
00271148017,110," $14,901 "
00271148017,111," $17,072 "
00271148017,112," $21,778 "
00271148017,113," $38,799 "
00271148017,114," $36,779 "
00271148017,115," $33,044 "
00271148017,116," $58,509 "
00271148017,117," $43,705 "
00271148017,118," $49,221 "
00271148017,119," $21,472 "
00790148536,109, $667 
00790148536,110, $398 
00790148536,111, $320 
00790148536,112, $16 
00790148536,113, $632 
00790148536,114, $727 
00790148536,115, $179 
00790148536,116, $961 
00790148536,117, $346 
00790148536,118, $187 
00790148536,119, $685 
00849148595,109," $15,815 "
00849148595,110," $9,694 "
00849148595,111," $7,931 "
00849148595,112," $8,898 "
00849148595,113," $18,010 "
00849148595,114," $17,198 "
00849148595,115," $25,418 "
00849148595,116," $41,497 "
00849148595,117," $30,155 "
00849148595,118," $24,458 "
00849148595,119," $9,911 "
00974148720,110, $803 
00974148720,111, $210 
00974148720,112," $1,146 "
00974148720,113," $1,261 "
00974148720,114, $217 
00974148720,115, $445 
00974148720,116, $365 
00974148720,117, $182 
00974148720,118, $270 
00974148720,119, $222 
00007148753,109, $135 
00007148753,110, $999 
00007148753,111, $300 
00007148753,112, $284 
00007148753,113, $707 
00007148753,114, $325 
00007148753,115, $803 
00007148753,116, $383 
00007148753,117, $641 
00007148753,118, $391 
00007148753,119, $708 
00102148848,109, $310 
00102148848,110, $622 
00102148848,111, $359 
00102148848,112, $464 
00102148848,113, $832 
00102148848,114, $177 
00102148848,115, $189 
00102148848,116, $115 
00102148848,117, $894 
00102148848,118, $367 
00102148848,119, $237 
00358143104,109, $59 
00358143104,116, $574 
00358143104,117, $894 
00358143104,118," $2,640 "
00358143104,119, $320 
00104144850,109, $492 
00104144850,110, $692 
00104144850,111, $792 
00104144850,112, $564 
00104144850,113, $546 
00104144850,114, $597 
00104144850,115, $62 
00104144850,116, $171 
00104144850,117, $438 
00104144850,118, $535 
00104144850,119, $130 
00297145043,109, $483 
00331145077,109, $149 
00331145077,110, $237 
0006114807,109, $708 
0006114807,110, $187 
0006114807,111, $245 
0006114807,112, $526 
0006114807,113, $276 
0006114807,114, $78 
0006114807,115, $713 
0006114807,116, $335 
0006114807,117, $381 
0006114807,118, $152 
0006114807,119, $934 
00575143321,110, $610 
00575143321,111, $151 
00575143321,112, $695 
00575143321,113, $112 
00575143321,114, $317 
00575143321,115, $701 
00575143321,116, $568 
00575143321,117, $229 
00575143321,118, $133 
00575143321,119, $961 
0010114847,109, $292 
0010114847,110, $539 
00832149578,109," $1,041 "
00762142508,109, $840 
00762142508,110," $1,137 "
00762142508,111," $1,843 "
00762142508,112, $950 
00762142508,113, $894 
00762142508,114, $672 
00826149572,109, $32 
00690141436,109," $40,937 "
00690141436,110," $26,944 "
00690141436,111," $19,588 "
00690141436,112," $26,191 "
00690141436,113," $50,275 "
00690141436,114," $29,115 "
00690141436,115," $28,286 "
00690141436,116," $64,991 "
00690141436,117," $55,400 "
00690141436,118," $54,832 "
00690141436,119," $30,083 "
00136141882,109," $1,088 "
00136141882,110, $957 
00136141882,111, $440 
00136141882,112, $533 
00136141882,113, $504 
00136141882,114, $303 
00136141882,115, $530 
00136141882,116, $540 
00136141882,117, $450 
00136141882,118, $184 
00136141882,119, $180 
00135141881,109, $255 
00135141881,110, $169 
00135141881,111, $782 
00135141881,112, $338 
00135141881,113, $485 
00135141881,114, $98 
00135141881,115, $150 
00135141881,116, $209 
00135141881,117, $712 
00135141881,118, $164 
00135141881,119, $776 
0055114297,109," $42,383 "
0055114297,110," $30,421 "
0055114297,111," $19,413 "
0055114297,112," $23,187 "
0055114297,113," $126,764 "
0055114297,114," $137,247 "
0055114297,115," $139,770 "
0055114297,116," $271,202 "
0055114297,117," $40,207 "
0055114297,118," $41,460 "
0055114297,119," $18,924 "
00116147862,109," $24,576 "
00116147862,110," $16,528 "
00116147862,111," $9,976 "
00116147862,112," $13,033 "
00116147862,113," $19,203 "
00116147862,114," $16,986 "
00116147862,115," $14,244 "
00116147862,116," $23,048 "
00116147862,117," $14,789 "
00116147862,118," $13,757 "
00116147862,119," $6,346 "
00406148152,109, $845 
00406148152,110, $482 
00406148152,111, $76 
00406148152,112, $189 
00406148152,113, $389 
00556148302,109, $869 
00556148302,110, $843 
00556148302,111, $126 
00556148302,112, $710 
00556148302,113, $5 
00556148302,114, $385 
00556148302,115, $127 
00556148302,116, $123 
00556148302,117, $58 
00556148302,118, $913 
00556148302,119, $45 
00328149074,109, $269 
00328149074,110," $21,337 "
00328149074,111," $1,018 "
00328149074,112, $278 
00328149074,113, $599 
00509149255,109," $59,559 "
00509149255,110," $51,097 "
00509149255,111," $27,062 "
00509149255,112," $40,747 "
00509149255,113," $71,064 "
00509149255,114," $50,211 "
00509149255,115," $55,299 "
00509149255,116," $120,525 "
00509149255,117," $92,111 "
00509149255,118," $79,025 "
00509149255,119," $40,593 "
00093146839,109, $50 
00093146839,110, $783 
00093146839,111, $320 
00093146839,112, $56 
00093146839,113, $77 
00093146839,114, $861 
00093146839,115, $651 
00093146839,116, $222 
00093146839,117, $631 
00093146839,118, $675 
00093146839,119, $428 
002981444,109, $228 
0075014496,109, $87 
0075014496,110, $938 
0075014496,111, $90 
0075014496,112," $1,025 "
0075014496,113, $289 
0075014496,114, $251 
0075014496,115, $859 
0075014496,116, $365 
0075014496,117, $249 
0075014496,118, $58 
0075014496,119, $843 
00382141128,109, $167 
00332146078,110, $561 
00332146078,111, $45 
00332146078,112, $498 
00332146078,113, $508 
00332146078,114, $44 
00332146078,115, $363 
00332146078,116, $761 
00332146078,117, $158 
00332146078,118, $516 
00332146078,119, $269 
00654142400,110," $1,708 "
00654142400,111," $1,614 "
00654142400,112," $2,057 "
00654142400,113," $1,295 "
00654142400,114," $1,096 "
00654142400,115, $169 
00654142400,116, $405 
00654142400,117," $1,136 "
00654142400,118, $299 
00654142400,119, $162 
00371142117,109, $172 
00371142117,110, $595 
00690149436,109, $205 
00690149436,110, $353 
00690149436,111, $367 
00690149436,112, $313 
00690149436,113, $106 
00690149436,114, $694 
00690149436,115, $629 
00690149436,116, $281 
00690149436,117, $829 
00690149436,118, $434 
00690149436,119, $871 
00307144053,109," $1,059 "
00307144053,110, $201 
00307144053,111, $98 
00307144053,112, $293 
00307144053,113, $290 
00307144053,114," $1,047 "
00307144053,115, $806 
00307144053,116, $803 
00307144053,117, $326 
00307144053,118, $187 
00307144053,119, $186 
00356143102,109, $721 
00356143102,110, $623 
00260148006,109," $1,123 "
00260148006,110, $674 
00260148006,111, $277 
00260148006,112, $318 
00260148006,113, $109 
00260148006,114, $624 
00260148006,115, $458 
00260148006,116, $659 
00260148006,117, $735 
00260148006,118, $616 
00260148006,119, $753 
00769149515,109, $626 
00769149515,110," $14,122 "
00769149515,111, $963 
00769149515,112, $19 
00769149515,113, $973 
00769149515,114," $1,586 "
00769149515,115," $1,474 "
00769149515,116," $1,990 "
00769149515,117," $1,230 "
00769149515,118, $740 
00769149515,119, $384 
00716141462,109, $118 
00716141462,110, $838 
00716141462,111, $16 
00716141462,112, $92 
00716141462,113, $236 
00716141462,114, $129 
00716141462,115, $929 
00716141462,116, $538 
00716141462,117, $432 
00716141462,118, $40 
00716141462,119, $240 
00565143311,109, $144 
00612143358,109," $8,830 "
00612143358,110," $9,068 "
00612143358,111," $3,312 "
00612143358,112," $3,165 "
00612143358,113," $8,933 "
00612143358,114," $8,825 "
00612143358,115," $3,583 "
00612143358,116," $8,824 "
00612143358,117," $11,848 "
00612143358,118," $8,976 "
00612143358,119," $6,281 "
00062145808,109, $353 
00062145808,110, $296 
00062145808,111, $71 
00062145808,112, $574 
00062145808,113, $418 
00062145808,114, $243 
00062145808,115, $871 
00062145808,116, $418 
00062145808,117, $317 
00062145808,118, $478 
00062145808,119, $374 
00255147001,109, $681 
00255147001,110, $310 
00255147001,111, $208 
00255147001,112, $473 
00255147001,113," $1,539 "
00255147001,114," $1,286 "
00255147001,115, $134 
00255147001,116, $292 
00255147001,117," $1,021 "
00255147001,118, $794 
00255147001,119, $750 
00446145192,109," $51,343 "
00446145192,110," $35,993 "
00446145192,111," $25,502 "
00446145192,112," $32,221 "
00446145192,113," $54,018 "
00446145192,114," $49,046 "
00446145192,115," $46,450 "
00446145192,116," $78,291 "
00446145192,117," $45,461 "
00446145192,118," $53,485 "
00446145192,119," $27,005 "
00254147000,109, $115 
00254147000,110, $166 
00254147000,111, $795 
00254147000,112, $540 
00254147000,113, $174 
00254147000,114, $860 
00254147000,115, $307 
00254147000,116, $445 
00254147000,117, $36 
00254147000,118, $32 
00254147000,119, $846 
00285147031,109, $560 
00285147031,110, $73 
00285147031,111, $721 
00285147031,112, $138 
00285147031,113, $907 
00285147031,114, $390 
00285147031,115, $83 
00285147031,116, $274 
00285147031,117, $179 
00285147031,118, $122 
00285147031,119, $736 
00366144112,109, $804 
00366144112,110, $248 
00366144112,111, $133 
00366144112,112, $499 
00366144112,113, $433 
00366144112,114, $272 
00366144112,115, $727 
00366144112,116, $687 
00366144112,117, $267 
00366144112,118, $90 
00366144112,119, $172 
00377144123,109," $1,031 "
00377144123,110, $620 
00614146360,109, $932 
00335147081,109, $597 
00335147081,110, $164 
00561148307,109," $1,912 "
00561148307,110, $605 
00561148307,111," $1,158 "
00561148307,112," $1,328 "
00561148307,113, $527 
00561148307,114, $524 
00561148307,115," $1,647 "
00561148307,116, $736 
00561148307,117, $893 
00561148307,118," $1,096 "
00561148307,119, $378 
0061114357,109, $680 
00350146096,109, $224 
00350146096,110, $485 
00350146096,111, $563 
00350146096,112, $271 
00350146096,113, $277 
00350146096,114, $180 
00350146096,115, $201 
00350146096,116, $193 
00350146096,117, $493 
00350146096,118, $206 
00350146096,119, $586 
00767146513,109," $1,123 "
00767146513,110, $24 
00767146513,111, $244 
00767146513,112, $286 
00767146513,113," $1,101 "
00767146513,114, $53 
00767146513,115, $159 
00767146513,116, $568 
00767146513,117, $343 
00767146513,118, $531 
00767146513,119, $313 
00465149211,109, $561 
00049144795,109, $747 
00049144795,110, $452 
00049144795,111, $126 
00049144795,112, $814 
00049144795,113, $680 
00049144795,114, $697 
00049144795,115," $1,006 "
00049144795,116, $684 
00049144795,117, $84 
00049144795,118, $458 
00049144795,119, $263 
00986144732,109, $404 
00045144791,109," $150,134 "
00045144791,110," $102,201 "
00045144791,111," $66,812 "
00045144791,112," $80,170 "
00045144791,113," $141,720 "
00045144791,114," $116,783 "
00045144791,115," $102,435 "
00045144791,116," $179,595 "
00045144791,117," $117,023 "
00045144791,118," $129,503 "
00045144791,119," $64,134 "
00322145068,109, $90 
00596145342,109, $327 
00596145342,110, $62 
00596145342,111, $167 
00596145342,112, $278 
00596145342,113, $704 
00596145342,114, $726 
00596145342,115, $178 
00596145342,116, $471 
00596145342,117, $873 
00596145342,118, $265 
00596145342,119, $54 
00646145392,109, $141 
00646145392,110, $175 
00646145392,111, $536 
00646145392,112, $558 
00646145392,113," $1,173 "
00646145392,114, $111 
00646145392,115, $256 
00646145392,116, $434 
00646145392,117, $509 
00646145392,118," $1,107 "
00646145392,119, $712 
00678145424,110," $2,504 "
00678145424,111," $1,832 "
00678145424,112," $2,021 "
00678145424,113," $5,241 "
00678145424,114," $2,442 "
00678145424,115," $2,387 "
00678145424,116," $6,194 "
00678145424,117, $85 
00678145424,118," $6,643 "
00678145424,119," $1,442 "
00199145945,109," $70,983 "
00199145945,110," $49,472 "
00199145945,111," $37,613 "
00199145945,112," $41,473 "
00199145945,113," $67,444 "
00199145945,114," $56,169 "
00199145945,115," $50,620 "
00199145945,116," $76,092 "
00199145945,117," $48,196 "
00199145945,118," $61,136 "
00199145945,119," $27,221 "
0035514101,109, $112 
0035514101,110, $309 
0035514101,111," $1,008 "
0035514101,112, $353 
0035514101,113, $494 
0035514101,114, $672 
0035514101,115, $897 
0035514101,116, $38 
0035514101,117, $908 
0035514101,118, $156 
0035514101,119," $1,154 "
00570141316,109, $825 
00570141316,110, $195 
00570141316,111, $157 
00570141316,112, $460 
00570141316,113," $2,809 "
00570141316,114," $4,552 "
00570141316,115," $2,498 "
00570141316,116," $6,863 "
00570141316,117," $10,110 "
00570141316,118," $15,063 "
00570141316,119," $12,421 "
00772141518,109, $685 
00772141518,110, $49 
00772141518,111, $386 
00772141518,112, $57 
00772141518,113, $612 
00772141518,114, $281 
00772141518,115, $630 
00772141518,116, $6 
00772141518,117, $55 
00772141518,118, $310 
00772141518,119, $560 
00951147697,110, $224 
00951147697,111, $799 
00951147697,112, $884 
00951147697,113, $167 
00951147697,114, $473 
00951147697,115, $580 
00951147697,116, $571 
00951147697,117, $79 
00951147697,118, $544 
00951147697,119, $635 
00379142125,109, $536 
00379142125,110, $330 
00379142125,111, $489 
00379142125,112, $507 
00379142125,113, $233 
00379142125,114, $930 
00379142125,115, $872 
00379142125,116, $861 
00379142125,117, $596 
00379142125,118, $985 
00379142125,119, $244 
00177145923,109, $108 
00855145601,109," $7,683 "
00855145601,110," $4,805 "
00855145601,111," $2,989 "
00855145601,112," $3,104 "
00855145601,113," $5,004 "
00855145601,114," $3,518 "
00855145601,115," $3,637 "
00855145601,116," $5,749 "
00855145601,117, $342 
00855145601,118, $120 
00855145601,119, $243 
00162142908,109," $57,770 "
00162142908,110," $30,302 "
00162142908,111," $22,595 "
00162142908,112," $27,302 "
00162142908,113," $44,204 "
00162142908,114," $47,939 "
00162142908,115," $41,927 "
00162142908,116," $63,701 "
00162142908,117," $40,360 "
00162142908,118," $43,850 "
00162142908,119," $17,292 "
00706144452,109," $55,807 "
00706144452,110," $11,119 "
00425147171,109, $296 
00425147171,110, $177 
00425147171,111, $283 
00425147171,112, $761 
00425147171,113, $386 
00425147171,114, $563 
00425147171,115, $253 
00425147171,116, $87 
00425147171,117, $639 
00425147171,118, $673 
00425147171,119, $23 
00665149411,109," $20,703 "
00665149411,110," $14,854 "
00665149411,111," $10,937 "
00665149411,112," $13,212 "
00665149411,113," $23,476 "
00665149411,114," $21,066 "
00665149411,115," $17,632 "
00665149411,116," $24,059 "
00665149411,117," $18,114 "
00665149411,118," $18,773 "
00665149411,119," $7,859 "
003241470,109, $708 
003241470,110, $534 
003241470,111, $412 
003241470,112, $725 
003241470,113, $834 
003241470,114," $1,003 "
003241470,115, $100 
003241470,116, $281 
003241470,117, $573 
003241470,118, $212 
003241470,119, $617 
00708141454,109, $765 
00942149688,109, $423 
00942149688,110," $3,186 "
00942149688,111," $3,429 "
00942149688,112," $4,149 "
00942149688,113," $6,270 "
00942149688,114," $7,535 "
00942149688,115," $7,545 "
00942149688,116," $11,658 "
00942149688,117," $8,152 "
00942149688,118," $8,296 "
00942149688,119," $5,533 "
00049148795,109," $2,481 "
00049148795,110," $1,509 "
00194143940,109," $15,071 "
00194143940,110," $9,250 "
00194143940,111," $4,644 "
00194143940,112," $4,787 "
00194143940,113," $9,115 "
00194143940,114," $9,818 "
00194143940,115," $10,352 "
00194143940,116," $18,606 "
00194143940,117," $10,613 "
00194143940,118," $9,841 "
00194143940,119," $2,818 "
00345144091,109," $77,857 "
00345144091,110," $60,096 "
00345144091,111," $38,177 "
00345144091,112," $41,516 "
00345144091,113," $64,197 "
00345144091,114," $45,523 "
00345144091,115," $43,941 "
00345144091,116," $67,501 "
00345144091,117," $41,684 "
00345144091,118," $39,715 "
00345144091,119," $16,132 "
00753144499,109, $238 
00753144499,110, $905 
00753144499,111, $229 
00753144499,112," $4,453 "
00753144499,113, $99 
00753144499,114, $232 
00753144499,115, $422 
00753144499,116, $781 
00753144499,117, $299 
00265141011,109, $857 
0090314649,109, $799 
0090314649,110, $719 
0090314649,111, $35 
0090314649,112, $355 
0090314649,113, $772 
00872147618,109," $50,231 "
00872147618,110," $31,724 "
00872147618,111," $19,686 "
00872147618,112," $20,613 "
00872147618,113," $31,635 "
00872147618,114," $27,755 "
00872147618,115," $23,320 "
00872147618,116," $41,516 "
00872147618,117," $23,947 "
00872147618,118," $25,819 "
00872147618,119," $10,789 "
00958147704,109," $9,851 "
00958147704,110," $12,468 "
00958147704,111," $9,627 "
00958147704,112," $9,301 "
00958147704,113," $25,970 "
00958147704,114," $30,847 "
00958147704,115," $17,568 "
00958147704,116," $58,526 "
00958147704,117," $87,680 "
00958147704,118," $89,970 "
00958147704,119," $40,792 "
00066147812,109, $793 
00066147812,110, $204 
00066147812,111, $745 
00066147812,112, $277 
00066147812,113, $759 
00066147812,114, $312 
00066147812,115, $696 
00066147812,116, $112 
00066147812,117, $615 
00066147812,118, $945 
00066147812,119, $292 
00283142029,109," $83,336 "
00283142029,110," $51,518 "
00283142029,111," $37,291 "
00283142029,112," $43,854 "
00283142029,113," $59,548 "
00283142029,114," $42,284 "
00283142029,115," $38,728 "
00283142029,116," $62,077 "
00283142029,117," $36,517 "
00283142029,118," $36,935 "
00283142029,119," $15,131 "
00615147361,109, $680 
00615147361,110," $1,327 "
00615147361,111," $1,292 "
00615147361,112, $372 
00615147361,113, $980 
00615147361,114," $1,527 "
00615147361,115," $1,249 "
00615147361,116," $1,188 "
00615147361,117," $1,479 "
00615147361,118," $1,146 "
00615147361,119," $1,118 "
00212147958,109," $1,286 "
00212147958,110, $224 
00212147958,111, $211 
00212147958,112, $976 
00212147958,113, $855 
00212147958,114, $769 
00212147958,115, $315 
00212147958,116, $907 
00212147958,117, $205 
00212147958,118, $799 
00212147958,119, $324 
0076314509,109," $100,489 "
0076314509,110," $62,996 "
0076314509,111," $40,149 "
0076314509,112," $44,002 "
0076314509,113," $69,936 "
0076314509,114," $57,180 "
0076314509,115," $50,964 "
0076314509,116," $77,918 "
0076314509,117," $62,938 "
0076314509,118," $51,577 "
0076314509,119," $22,164 "
00563141309,109, $523 
00563141309,110, $631 
00563141309,111, $510 
00563141309,112, $171 
00563141309,113, $68 
00563141309,114," $1,044 "
00563141309,115, $552 
00563141309,116, $6 
00563141309,117, $620 
00563141309,118, $246 
00563141309,119, $471 
00309142055,109," $8,943 "
00309142055,110," $8,034 "
00309142055,111," $5,537 "
00309142055,112," $6,377 "
00309142055,113," $10,507 "
00309142055,114," $7,596 "
00309142055,115," $8,058 "
00309142055,116," $11,808 "
00309142055,117," $6,719 "
00309142055,118," $7,830 "
00309142055,119," $3,462 "
00226148972,109," $23,804 "
00226148972,110," $16,788 "
00226148972,111," $11,549 "
00226148972,112," $14,817 "
00226148972,113," $27,261 "
00226148972,114," $23,919 "
00226148972,115," $26,600 "
00226148972,116," $38,810 "
00226148972,117," $24,542 "
00226148972,118," $19,029 "
00226148972,119," $8,783 "
00307149053,109, $164 
00307149053,110," $1,943 "
00307149053,111, $496 
00307149053,112," $1,032 "
00307149053,113," $1,456 "
00307149053,114," $1,326 "
00307149053,115," $1,407 "
00307149053,116," $2,489 "
00307149053,117," $1,304 "
00307149053,118," $2,490 "
00307149053,119," $1,387 "
00348149094,109, $324 
00348149094,110, $272 
00348149094,111," $1,139 "
00348149094,112, $524 
00348149094,113, $173 
00348149094,114, $664 
00348149094,115, $841 
00348149094,116, $992 
00348149094,117, $129 
00348149094,118, $279 
00348149094,119, $208 
00529149275,109, $722 
00987145733,109, $110 
00987145733,110, $272 
00987145733,111, $492 
00987145733,112, $385 
00987145733,113, $196 
00987145733,114, $439 
00987145733,115, $776 
00987145733,116," $1,547 "
00987145733,117," $1,305 "
00987145733,118," $1,529 "
00987145733,119, $588 
00599149345,109," $26,138 "
00599149345,110," $21,022 "
00599149345,111," $11,230 "
00599149345,112," $9,997 "
00599149345,113," $9,980 "
00599149345,114," $8,559 "
00599149345,115," $6,735 "
00599149345,116," $11,807 "
00599149345,117," $8,387 "
00599149345,118," $8,637 "
00599149345,119," $4,411 "
00748149494,109, $708 
00748149494,110, $159 
00748149494,111, $168 
00748149494,112, $43 
00748149494,113, $154 
00748149494,114, $549 
00748149494,115, $262 
00748149494,116, $917 
00748149494,117, $83 
00748149494,118, $781 
00748149494,119, $31 
0091014656,109, $37 
0091014656,110, $146 
00977142723,109, $102 
00977142723,110, $931 
00006147752,109," $56,513 "
00006147752,110," $31,329 "
00006147752,111," $23,133 "
00006147752,112," $25,987 "
00006147752,113," $38,508 "
00006147752,114," $33,997 "
00006147752,115," $29,701 "
00006147752,116," $43,566 "
00006147752,117," $26,819 "
00006147752,118," $27,219 "
00006147752,119," $11,041 "
00268144014,109, $525 
00268144014,110, $69 
00268144014,111, $87 
00268144014,112, $23 
00268144014,113, $115 
00268144014,114, $343 
00268144014,115, $447 
00268144014,116, $161 
00268144014,117," $1,005 "
00268144014,118, $931 
00268144014,119, $107 
00689145435,109, $517 
00999148745,109, $94 
00858143604,109, $105 
00832149578,109," $2,083 "
00832149578,110, $845 
00832149578,111, $92 
00832149578,112, $337 
00832149578,113, $118 
00394154140,109," $63,216 "
00394154140,110," $51,549 "
00394154140,111," $37,827 "
00394154140,112," $38,950 "
00394154140,113," $63,101 "
00394154140,114," $51,696 "
00394154140,115," $43,941 "
00394154140,116," $72,143 "
00394154140,117," $49,610 "
00394154140,118," $48,240 "
00394154140,119," $19,658 "
00681154427,109, $940 
00681154427,110," $1,022 "
00681154427,111, $813 
00681154427,112, $721 
00681154427,113, $155 
00681154427,114, $968 
00681154427,115, $368 
00681154427,116, $439 
00681154427,117, $122 
00681154427,118, $895 
00681154427,119, $357 
00015154761,109, $326 
00015154761,110," $1,347 "
00015154761,111," $1,240 "
00015154761,112," $1,097 "
00015154761,113," $1,410 "
00015154761,114, $690 
00015154761,115," $1,465 "
00015154761,116," $1,388 "
00015154761,117, $735 
00015154761,118, $710 
00015154761,119, $423 
00063154809,109, $559 
00063154809,110, $873 
00063154809,111, $651 
00063154809,112, $575 
00063154809,113, $272 
00063154809,114, $946 
00063154809,115, $551 
00063154809,116, $48 
00063154809,117, $134 
00063154809,118, $317 
00063154809,119, $50 
00202154948,109," $16,909 "
00202154948,110," $10,087 "
00202154948,111," $6,662 "
00202154948,112," $8,003 "
00202154948,113," $12,070 "
00202154948,114," $10,457 "
00202154948,115," $8,540 "
00202154948,116," $14,742 "
00202154948,117," $11,101 "
00202154948,118," $12,896 "
00202154948,119," $5,382 "
00495155241,109, $588 
