New Account No,New MonthID, New Revenue 
00140138886,115, $-   
00140138886,116, $-   
00140138886,117, $-   
00140138886,118, $-   
00140138886,119, $-   
00291143037,109, $527 
00291143037,110, $943 
00851147597,109," $26,682 "
00851147597,110," $18,555 "
00851147597,111," $12,140 "
00851147597,112," $14,435 "
00851147597,113," $22,255 "
00851147597,114," $20,762 "
00851147597,115, $-   
00851147597,116, $-   
00851147597,117, $-   
00851147597,118, $-   
00851147597,119, $-   
00021142767,109, $164 
00021142767,110, $354 
00021142767,111, $170 
00021142767,112, $-128 
00021142767,113, $407 
00021142767,114, $830 
00021142767,115, $-   
00021142767,116, $-   
00021142767,117, $-   
00021142767,118, $-   
00021142767,119, $-   
00576145322,109, $882 
00576145322,110, $223 
00576145322,111, $915 
00576145322,112, $205 
00576145322,113, $-162 
00576145322,114, $507 
00576145322,115, $-   
00576145322,116, $-   
00576145322,117, $-   
00576145322,118, $-   
00576145322,119, $-   
00151143897,109, $490 
00151143897,110, $886 
00151143897,111, $144 
00151143897,112, $683 
00151143897,113, $427 
00151143897,114, $63 
00151143897,115, $-   
00151143897,116, $-   
00151143897,117, $-   
00151143897,118, $-   
00151143897,119, $-   
0010014846,109, $500 
0010014846,110, $103 
00757143503,109, $400 
00757143503,110, $-167 
00757143503,111, $182 
00757143503,112, $640 
00757143503,113, $620 
00757143503,114, $865 
00757143503,115, $-   
00757143503,116, $-   
00757143503,117, $-   
00757143503,118, $-   
00757143503,119, $-   
00614144360,109, $836 
00614144360,110, $780 
00614144360,111, $642 
00614144360,112, $-170 
00614144360,113, $517 
00614144360,114, $438 
00614144360,115, $-   
00614144360,116, $-   
00614144360,117, $-   
00614144360,118, $-   
00614144360,119, $-   
00550146296,109, $46 
00550146296,110, $585 
00550146296,111," $1,001 "
00550146296,112, $559 
00550146296,113," $1,086 "
00550146296,114, $-34 
00550146296,115, $-   
00550146296,116, $-   
00550146296,117, $-   
00550146296,118, $-   
00550146296,119, $-   
00772148518,109, $777 
00772148518,110, $820 
00514149260,109, $833 
00514149260,110, $461 
00616143362,109, $141 
00616143362,110, $900 
00616143362,111," $1,073 "
00616143362,112, $465 
00616143362,113," $1,222 "
00616143362,114," $4,842 "
00616143362,115, $-   
00616143362,116, $-   
00616143362,117, $-   
00616143362,118, $-   
00616143362,119, $-   
00165144911,109," $1,152 "
00165144911,110, $436 
00053147799,109, $670 
00053147799,110," $4,454 "
00053147799,111, $705 
00053147799,112, $320 
00053147799,113, $710 
00053147799,114, $343 
00053147799,115, $-   
00053147799,116, $-   
00053147799,117, $-   
00053147799,118, $-   
00053147799,119, $-   
00367144113,109, $-109 
00367144113,110, $221 
00475149221,109, $830 
0023214978,109, $179 
00768142514,109, $182 
00161142907,109, $227 
00161142907,110, $569 
00161142907,111, $-54 
00161142907,112, $653 
00161142907,113, $362 
00161142907,114, $-13 
00161142907,115, $-   
00161142907,116, $-   
00161142907,117, $-   
00161142907,118, $-   
00161142907,119, $-   
00624148370,109," $51,786 "
00624148370,110," $30,588 "
00624148370,111," $22,486 "
00624148370,112," $24,596 "
00624148370,113," $36,896 "
00624148370,114," $32,148 "
00624148370,115, $-   
00624148370,116, $-   
00624148370,117, $-   
00624148370,118, $-   
00624148370,119, $-   
00098141844,109," $28,250 "
00098141844,110," $16,570 "
00098141844,111," $9,670 "
00098141844,112," $8,602 "
00098141844,113," $15,491 "
00098141844,114," $14,001 "
00098141844,115, $-   
00098141844,116, $-   
00098141844,117, $-   
00098141844,118, $-   
00098141844,119, $-   
00654142400,109, $-168 
00654142400,110, $938 
00654142400,111, $803 
00654142400,112, $-28 
00654142400,113, $855 
00654142400,114, $439 
00654142400,115, $-   
00654142400,116, $-   
00654142400,117, $-   
00654142400,118, $-   
00654142400,119, $-   
0053414280,109, $532 
0061414360,109," $23,345 "
0061414360,110," $27,145 "
0061414360,111," $8,800 "
0061414360,112," $10,286 "
0061414360,113," $16,486 "
0061414360,114," $17,578 "
0061414360,115, $-   
0061414360,116, $-   
0061414360,117, $-   
0061414360,118, $-   
0061414360,119, $-   
0062614372,109, $-180 
0072914475,109, $928 
0072914475,110, $713 
0081014556,109," $285,956 "
0081014556,110," $171,012 "
0081014556,111," $128,119 "
0081014556,112," $162,753 "
0081014556,113," $284,699 "
0081014556,114," $181,495 "
0081014556,115, $-   
0081014556,116, $-   
0081014556,117, $-   
0081014556,118, $-   
0081014556,119, $-   
0082414570,109," $56,690 "
0082414570,110," $49,128 "
0082414570,111," $36,082 "
0082414570,112," $48,806 "
0082414570,113," $90,121 "
0082414570,114," $78,382 "
0082414570,115, $-   
0082414570,116, $-   
0082414570,117, $-   
0082414570,118, $-   
0082414570,119, $-   
0083914585,109, $563 
0083914585,110, $-20 
0083914585,111, $646 
0083914585,112, $597 
0083914585,113, $295 
0083914585,114, $-18 
0083914585,115, $-   
0083914585,116, $-   
0083914585,117, $-   
0083914585,118, $-   
0083914585,119, $-   
0095514701,109, $6 
0095514701,110, $73 
0095514701,111, $699 
0095514701,112, $414 
0095514701,113, $689 
0095514701,114, $738 
0095514701,115, $-   
0095514701,116, $-   
0095514701,117, $-   
0095514701,118, $-   
0095514701,119, $-   
0096414710,109," $44,311 "
0096414710,110," $24,614 "
0096414710,111," $11,916 "
0096414710,112," $15,223 "
0096414710,113," $22,271 "
0096414710,114," $8,662 "
0096414710,115, $-   
0096414710,116, $-   
0096414710,117, $-   
0096414710,118, $-   
0096414710,119, $-   
00394141140,109, $433 
00651141397,109," $4,299 "
00651141397,110," $9,495 "
00651141397,111, $-196 
00651141397,112, $137 
00651141397,113, $-109 
00651141397,114, $853 
00651141397,115, $-   
00651141397,116, $-   
00651141397,117, $-   
00651141397,118, $-   
00651141397,119, $-   
00328142074,109," $12,201 "
00328142074,110," $6,811 "
00328142074,111," $5,877 "
00328142074,112," $6,431 "
00328142074,113," $10,626 "
00328142074,114," $8,824 "
00328142074,115, $-   
00328142074,116, $-   
00328142074,117, $-   
00328142074,118, $-   
00328142074,119, $-   
00469142215,109, $497 
00469142215,110, $136 
00469142215,111, $766 
00469142215,112, $-23 
00469142215,113, $176 
00469142215,114, $396 
00469142215,115, $-   
00469142215,116, $-   
00469142215,117, $-   
00469142215,118, $-   
00469142215,119, $-   
00476142222,109, $-152 
00476142222,110, $323 
00476142222,111, $586 
00476142222,112, $197 
00476142222,113, $623 
00543142289,109," $1,426 "
00543142289,110," $1,186 "
00543142289,111," $1,374 "
00543142289,112," $1,125 "
00543142289,113," $1,548 "
00543142289,114," $3,729 "
00543142289,115, $-   
00543142289,116, $-   
00543142289,117, $-   
00543142289,118, $-   
00543142289,119, $-   
00748142494,109," $399,527 "
00748142494,110," $283,474 "
00748142494,111," $198,708 "
00748142494,112," $261,426 "
00748142494,113," $437,784 "
00748142494,114," $377,604 "
00748142494,115, $-   
00748142494,116, $-   
00748142494,117, $-   
00748142494,118, $-   
00748142494,119, $-   
00752142498,109, $882 
00752142498,110, $274 
00752142498,111, $-172 
00752142498,112, $837 
00752142498,113, $-65 
00752142498,114, $454 
00752142498,115, $-   
00752142498,116, $-   
00752142498,117, $-   
00752142498,118, $-   
00752142498,119, $-   
00785142531,109, $151 
00785142531,110, $832 
00785142531,111, $590 
00785142531,112, $800 
00785142531,113, $592 
00785142531,114, $-137 
00785142531,115, $-   
00785142531,116, $-   
00785142531,117, $-   
00785142531,118, $-   
00785142531,119, $-   
00850142596,109," $5,603 "
00850142596,110," $3,287 "
00850142596,111," $2,371 "
00850142596,112," $2,607 "
00850142596,113," $4,616 "
00850142596,114," $3,797 "
00850142596,115, $-   
00850142596,116, $-   
00850142596,117, $-   
00850142596,118, $-   
00850142596,119, $-   
00873142619,109," $350,935 "
00873142619,110," $215,612 "
00873142619,111," $153,450 "
00873142619,112," $182,306 "
00873142619,113," $255,655 "
00873142619,114," $213,521 "
00873142619,115, $-   
00873142619,116, $-   
00873142619,117, $-   
00873142619,118, $-   
00873142619,119, $-   
00195142941,109, $643 
00657143403,109, $641 
00657143403,110, $261 
00657143403,111, $172 
00657143403,112, $596 
00657143403,113, $-32 
00657143403,114, $489 
00657143403,115, $-   
00657143403,116, $-   
00657143403,117, $-   
00657143403,118, $-   
00657143403,119, $-   
00924146670,109, $489 
00924146670,110," $12,011 "
00924146670,111," $12,099 "
00924146670,112," $15,658 "
00924146670,113," $25,283 "
00924146670,114," $21,694 "
00924146670,115, $-   
00924146670,116, $-   
00924146670,117, $-   
00924146670,118, $-   
00924146670,119, $-   
00222148968,109, $406 
00222148968,110, $-58 
00222148968,111, $-150 
00222148968,112, $748 
00222148968,113, $-83 
00222148968,114, $-54 
00222148968,115, $-   
00222148968,116, $-   
00222148968,117, $-   
00222148968,118, $-   
00222148968,119, $-   
00419146165,109, $879 
00419146165,110, $850 
00038147784,109," $45,816 "
00038147784,110," $34,524 "
00038147784,111," $22,178 "
00038147784,112," $26,765 "
00038147784,113," $42,952 "
00038147784,114," $34,679 "
00038147784,115, $-   
00038147784,116, $-   
00038147784,117, $-   
00038147784,118, $-   
00038147784,119, $-   
00681146427,109," $56,263 "
00681146427,110," $29,552 "
00681146427,111," $26,143 "
00681146427,112," $31,636 "
00681146427,113," $11,443 "
00681146427,114," $8,909 "
00681146427,115, $-   
00681146427,116, $-   
00681146427,117, $-   
00681146427,118, $-   
00681146427,119, $-   
00159146905,109," $3,278 "
00159146905,110, $625 
00159146905,111, $117 
00159146905,112, $937 
00159146905,113, $927 
00159146905,114," $4,823 "
00159146905,115, $-   
00159146905,116, $-   
00159146905,117, $-   
00159146905,118, $-   
00159146905,119, $-   
00343147089,109," $126,262 "
00343147089,110," $88,060 "
00343147089,111," $53,017 "
00343147089,112," $53,817 "
00343147089,113," $141,251 "
00343147089,114," $67,745 "
00343147089,115, $-   
00343147089,116, $-   
00343147089,117, $-   
00343147089,118, $-   
00343147089,119, $-   
00497147243,109, $-74 
00497147243,110, $-141 
00497147243,111, $285 
00497147243,112, $-123 
00497147243,113, $716 
00497147243,114, $657 
00497147243,115, $-   
00497147243,116, $-   
00497147243,117, $-   
00497147243,118, $-   
00497147243,119, $-   
00582147328,109," $1,865 "
00582147328,110," $1,641 "
00582147328,111," $1,454 "
00582147328,112," $1,051 "
00582147328,113, $480 
00582147328,114, $600 
00582147328,115, $-   
00582147328,116, $-   
00582147328,117, $-   
00582147328,118, $-   
00582147328,119, $-   
00003147749,109," $13,908 "
00003147749,110," $3,129 "
00480141226,109, $186 
00024148770,109," $50,446 "
00024148770,110, $318 
0003414-220,110, $357 
0003414-220,111, $-64 
0003414-220,112, $661 
0003414-220,113, $728 
0003414-220,114, $687 
0003414-220,115, $-   
0003414-220,116, $-   
0003414-220,117, $-   
0003414-220,118, $-   
0003414-220,119, $-   
00254146000,109, $-22 
00965142711,109, $639 
00429145175,109, $703 
00825145571,109, $702 
00825145571,110, $907 
00031147777,109, $48 
00031147777,110, $700 
00031147777,111, $-56 
00031147777,112, $942 
00031147777,113, $136 
00031147777,114, $858 
00031147777,115, $-   
00031147777,116, $-   
00031147777,117, $-   
00031147777,118, $-   
00031147777,119, $-   
00332144078,109, $-73 
00332144078,110, $519 
00332144078,111, $-127 
00332144078,112, $677 
00332144078,113, $794 
00332144078,114, $-125 
00332144078,115, $-   
00332144078,116, $-   
00332144078,117, $-   
00332144078,118, $-   
00332144078,119, $-   
00335144081,109, $758 
00228146974,109, $68 
00396147142,109, $333 
00271148017,109," $31,593 "
00271148017,110," $14,673 "
00271148017,111," $16,888 "
00271148017,112," $21,670 "
00271148017,113," $38,833 "
00271148017,114," $36,672 "
00271148017,115, $-   
00271148017,116, $-   
00271148017,117, $-   
00271148017,118, $-   
00271148017,119, $-   
00790148536,109, $564 
00790148536,110, $531 
00790148536,111, $188 
00790148536,112, $136 
00790148536,113, $757 
00790148536,114, $551 
00790148536,115, $-   
00790148536,116, $-   
00790148536,117, $-   
00790148536,118, $-   
00790148536,119, $-   
00849148595,109," $15,905 "
00849148595,110," $9,737 "
00849148595,111," $7,735 "
00849148595,112," $8,739 "
00849148595,113," $17,785 "
00849148595,114," $16,974 "
00849148595,115, $-   
00849148595,116, $-   
00849148595,117, $-   
00849148595,118, $-   
00849148595,119, $-   
00974148720,110, $899 
00974148720,111, $272 
00974148720,112," $1,005 "
00974148720,113," $1,137 "
00974148720,114, $400 
00974148720,115, $-   
00974148720,116, $-   
00974148720,117, $-   
00974148720,118, $-   
00974148720,119, $-   
00007148753,109, $-76 
00007148753,110, $786 
00007148753,111, $-189 
00007148753,112, $385 
00007148753,113, $724 
00007148753,114, $331 
00007148753,115, $-   
00007148753,116, $-   
00007148753,117, $-   
00007148753,118, $-   
00007148753,119, $-   
00102148848,109, $353 
00102148848,110, $644 
00102148848,111, $282 
00102148848,112, $498 
00102148848,113, $781 
00102148848,114, $-128 
00102148848,115, $-   
00102148848,116, $-   
00102148848,117, $-   
00102148848,118, $-   
00102148848,119, $-   
00358143104,109, $-26 
00358143104,116, $-   
00358143104,117, $-   
00358143104,118, $-   
00358143104,119, $-   
00104144850,109, $698 
00104144850,110, $792 
00104144850,111, $642 
00104144850,112, $516 
00104144850,113, $634 
00104144850,114, $536 
00104144850,115, $-   
00104144850,116, $-   
00104144850,117, $-   
00104144850,118, $-   
00104144850,119, $-   
00297145043,109, $270 
00331145077,109, $-62 
00331145077,110, $204 
0006114807,109, $785 
0006114807,110, $182 
0006114807,111, $326 
0006114807,112, $668 
0006114807,113, $447 
0006114807,114, $41 
0006114807,115, $-   
0006114807,116, $-   
0006114807,117, $-   
0006114807,118, $-   
0006114807,119, $-   
00575143321,110, $438 
00575143321,111, $225 
00575143321,112, $724 
00575143321,113, $-125 
00575143321,114, $-82 
00575143321,115, $-   
00575143321,116, $-   
00575143321,117, $-   
00575143321,118, $-   
00575143321,119, $-   
0010114847,109, $318 
0010114847,110, $716 
00832149578,109, $826 
00762142508,109, $732 
00762142508,110," $1,248 "
00762142508,111," $1,810 "
00762142508,112, $863 
00762142508,113, $790 
00762142508,114, $780 
00826149572,109, $-120 
00690141436,109," $40,725 "
00690141436,110," $26,723 "
00690141436,111," $19,402 "
00690141436,112," $26,357 "
00690141436,113," $50,469 "
00690141436,114," $29,041 "
00690141436,115, $-   
00690141436,116, $-   
00690141436,117, $-   
00690141436,118, $-   
00690141436,119, $-   
00136141882,109, $889 
00136141882,110, $739 
00136141882,111, $560 
00136141882,112, $419 
00136141882,113, $475 
00136141882,114, $289 
00136141882,115, $-   
00136141882,116, $-   
00136141882,117, $-   
00136141882,118, $-   
00136141882,119, $-   
00135141881,109, $48 
00135141881,110, $55 
00135141881,111, $661 
00135141881,112, $-131 
00135141881,113, $560 
00135141881,114, $20 
00135141881,115, $-   
00135141881,116, $-   
00135141881,117, $-   
00135141881,118, $-   
00135141881,119, $-   
0055114297,109," $42,285 "
0055114297,110," $30,475 "
0055114297,111," $19,445 "
0055114297,112," $23,161 "
0055114297,113," $126,898 "
0055114297,114," $137,162 "
0055114297,115, $-   
0055114297,116, $-   
0055114297,117, $-   
0055114297,118, $-   
0055114297,119, $-   
00116147862,109," $24,352 "
00116147862,110," $16,597 "
00116147862,111," $9,968 "
00116147862,112," $12,849 "
00116147862,113," $19,100 "
00116147862,114," $16,927 "
00116147862,115, $-   
00116147862,116, $-   
00116147862,117, $-   
00116147862,118, $-   
00116147862,119, $-   
00406148152,109, $714 
00406148152,110, $412 
00406148152,111, $-145 
00406148152,112, $5 
00406148152,113, $362 
00556148302,109," $1,042 "
00556148302,110, $917 
00556148302,111, $121 
00556148302,112, $704 
00556148302,113, $-18 
00556148302,114, $206 
00556148302,115, $-   
00556148302,116, $-   
00556148302,117, $-   
00556148302,118, $-   
00556148302,119, $-   
00328149074,109, $59 
00328149074,110," $21,170 "
00328149074,111, $834 
00328149074,112, $-161 
00328149074,113, $605 
00509149255,109," $59,742 "
00509149255,110," $51,180 "
00509149255,111," $27,119 "
00509149255,112," $40,633 "
00509149255,113," $71,061 "
00509149255,114," $50,145 "
00509149255,115, $-   
00509149255,116, $-   
00509149255,117, $-   
00509149255,118, $-   
00509149255,119, $-   
00093146839,109, $78 
00093146839,110, $728 
00093146839,111, $179 
00093146839,112, $-113 
00093146839,113, $-138 
00093146839,114, $862 
00093146839,115, $-   
00093146839,116, $-   
00093146839,117, $-   
00093146839,118, $-   
00093146839,119, $-   
002981444,109, $9 
0075014496,109, $-10 
0075014496,110, $899 
0075014496,111, $23 
0075014496,112, $832 
0075014496,113, $-69 
0075014496,114, $411 
0075014496,115, $-   
0075014496,116, $-   
0075014496,117, $-   
0075014496,118, $-   
0075014496,119, $-   
00382141128,109, $-40 
00332146078,110, $370 
00332146078,111, $-42 
00332146078,112, $609 
00332146078,113, $506 
00332146078,114, $211 
00332146078,115, $-   
00332146078,116, $-   
00332146078,117, $-   
00332146078,118, $-   
00332146078,119, $-   
00654142400,110," $1,845 "
00654142400,111," $1,809 "
00654142400,112," $2,113 "
00654142400,113," $1,122 "
00654142400,114," $1,147 "
00654142400,115, $-   
00654142400,116, $-   
00654142400,117, $-   
00654142400,118, $-   
00654142400,119, $-   
00371142117,109, $92 
00371142117,110, $517 
00690149436,109, $206 
00690149436,110, $243 
00690149436,111, $162 
00690149436,112, $-89 
00690149436,113, $141 
00690149436,114, $686 
00690149436,115, $-   
00690149436,116, $-   
00690149436,117, $-   
00690149436,118, $-   
00690149436,119, $-   
00307144053,109, $839 
00307144053,110, $-166 
00307144053,111, $135 
00307144053,112, $405 
00307144053,113, $228 
00307144053,114, $863 
00307144053,115, $-   
00307144053,116, $-   
00307144053,117, $-   
00307144053,118, $-   
00307144053,119, $-   
00356143102,109, $552 
00356143102,110, $770 
00260148006,109, $927 
00260148006,110, $705 
00260148006,111, $-111 
00260148006,112, $436 
00260148006,113, $-9 
00260148006,114, $497 
00260148006,115, $-   
00260148006,116, $-   
00260148006,117, $-   
00260148006,118, $-   
00260148006,119, $-   
00769149515,109, $698 
00769149515,110," $14,055 "
00769149515,111, $959 
00769149515,112, $182 
00769149515,113, $784 
00769149515,114," $1,373 "
00769149515,115, $-   
00769149515,116, $-   
00769149515,117, $-   
00769149515,118, $-   
00769149515,119, $-   
00716141462,109, $-96 
00716141462,110, $912 
00716141462,111, $-129 
00716141462,112, $-87 
00716141462,113, $360 
00716141462,114, $-15 
00716141462,115, $-   
00716141462,116, $-   
00716141462,117, $-   
00716141462,118, $-   
00716141462,119, $-   
00565143311,109, $-197 
00612143358,109," $8,863 "
00612143358,110," $9,240 "
00612143358,111," $3,166 "
00612143358,112," $3,015 "
00612143358,113," $8,941 "
00612143358,114," $8,893 "
00612143358,115, $-   
00612143358,116, $-   
00612143358,117, $-   
00612143358,118, $-   
00612143358,119, $-   
00062145808,109, $491 
00062145808,110, $21 
00062145808,111, $19 
00062145808,112, $631 
00062145808,113, $366 
00062145808,114, $-84 
00062145808,115, $-   
00062145808,116, $-   
00062145808,117, $-   
00062145808,118, $-   
00062145808,119, $-   
00255147001,109, $526 
00255147001,110, $436 
00255147001,111, $79 
00255147001,112, $370 
00255147001,113," $1,336 "
00255147001,114," $1,248 "
00255147001,115, $-   
00255147001,116, $-   
00255147001,117, $-   
00255147001,118, $-   
00255147001,119, $-   
00446145192,109," $51,247 "
00446145192,110," $36,196 "
00446145192,111," $25,462 "
00446145192,112," $32,365 "
00446145192,113," $54,083 "
00446145192,114," $49,078 "
00446145192,115, $-   
00446145192,116, $-   
00446145192,117, $-   
00446145192,118, $-   
00446145192,119, $-   
00254147000,109, $267 
00254147000,110, $285 
00254147000,111, $632 
00254147000,112, $692 
00254147000,113, $-38 
00254147000,114, $630 
00254147000,115, $-   
00254147000,116, $-   
00254147000,117, $-   
00254147000,118, $-   
00254147000,119, $-   
00285147031,109, $746 
00285147031,110, $-102 
00285147031,111, $902 
00285147031,112, $-148 
00285147031,113, $719 
00285147031,114, $147 
00285147031,115, $-   
00285147031,116, $-   
00285147031,117, $-   
00285147031,118, $-   
00285147031,119, $-   
00366144112,109, $778 
00366144112,110, $-29 
00366144112,111, $-4 
00366144112,112, $707 
00366144112,113, $596 
00366144112,114, $434 
00366144112,115, $-   
00366144112,116, $-   
00366144112,117, $-   
00366144112,118, $-   
00366144112,119, $-   
00377144123,109, $856 
00377144123,110, $756 
00614146360,109, $824 
00335147081,109, $761 
00335147081,110, $-155 
00561148307,109," $1,836 "
00561148307,110, $780 
00561148307,111," $1,099 "
00561148307,112," $1,119 "
00561148307,113, $666 
00561148307,114, $523 
00561148307,115, $-   
00561148307,116, $-   
00561148307,117, $-   
00561148307,118, $-   
00561148307,119, $-   
0061114357,109, $838 
00350146096,109, $357 
00350146096,110, $299 
00350146096,111, $520 
00350146096,112, $176 
00350146096,113, $423 
00350146096,114, $63 
00350146096,115, $-   
00350146096,116, $-   
00350146096,117, $-   
00350146096,118, $-   
00350146096,119, $-   
00767146513,109, $922 
00767146513,110, $89 
00767146513,111, $4 
00767146513,112, $66 
00767146513,113, $946 
00767146513,114, $-168 
00767146513,115, $-   
00767146513,116, $-   
00767146513,117, $-   
00767146513,118, $-   
00767146513,119, $-   
00465149211,109, $375 
00049144795,109, $847 
00049144795,110, $574 
00049144795,111, $-108 
00049144795,112, $629 
00049144795,113, $455 
00049144795,114, $537 
00049144795,115, $-   
00049144795,116, $-   
00049144795,117, $-   
00049144795,118, $-   
00049144795,119, $-   
00986144732,109, $395 
00045144791,109," $150,028 "
00045144791,110," $102,287 "
00045144791,111," $66,733 "
00045144791,112," $80,116 "
00045144791,113," $141,827 "
00045144791,114," $116,756 "
00045144791,115, $-   
00045144791,116, $-   
00045144791,117, $-   
00045144791,118, $-   
00045144791,119, $-   
00322145068,109, $-99 
00596145342,109, $348 
00596145342,110, $126 
00596145342,111, $335 
00596145342,112, $216 
00596145342,113, $617 
00596145342,114, $932 
00596145342,115, $-   
00596145342,116, $-   
00596145342,117, $-   
00596145342,118, $-   
00596145342,119, $-   
00646145392,109, $307 
00646145392,110, $-1 
00646145392,111, $663 
00646145392,112, $734 
00646145392,113, $935 
00646145392,114, $66 
00646145392,115, $-   
00646145392,116, $-   
00646145392,117, $-   
00646145392,118, $-   
00646145392,119, $-   
00678145424,110," $2,557 "
00678145424,111," $1,690 "
00678145424,112," $1,894 "
00678145424,113," $5,438 "
00678145424,114," $2,583 "
00678145424,115, $-   
00678145424,116, $-   
00678145424,117, $-   
00678145424,118, $-   
00678145424,119, $-   
00199145945,109," $71,107 "
00199145945,110," $49,256 "
00199145945,111," $37,753 "
00199145945,112," $41,336 "
00199145945,113," $67,547 "
00199145945,114," $56,082 "
00199145945,115, $-   
00199145945,116, $-   
00199145945,117, $-   
00199145945,118, $-   
00199145945,119, $-   
0035514101,109, $238 
0035514101,110, $354 
0035514101,111, $925 
0035514101,112, $518 
0035514101,113, $587 
0035514101,114, $855 
0035514101,115, $-   
0035514101,116, $-   
0035514101,117, $-   
0035514101,118, $-   
0035514101,119, $-   
00570141316,109, $877 
00570141316,110, $33 
00570141316,111, $-27 
00570141316,112, $599 
00570141316,113," $2,731 "
00570141316,114," $4,528 "
00570141316,115, $-   
00570141316,116, $-   
00570141316,117, $-   
00570141316,118, $-   
00570141316,119, $-   
00772141518,109, $614 
00772141518,110, $-136 
00772141518,111, $516 
00772141518,112, $219 
00772141518,113, $422 
00772141518,114, $-109 
00772141518,115, $-   
00772141518,116, $-   
00772141518,117, $-   
00772141518,118, $-   
00772141518,119, $-   
00951147697,110, $-142 
00951147697,111, $852 
00951147697,112, $724 
00951147697,113, $-30 
00951147697,114, $604 
00951147697,115, $-   
00951147697,116, $-   
00951147697,117, $-   
00951147697,118, $-   
00951147697,119, $-   
00379142125,109, $648 
00379142125,110, $-137 
00379142125,111, $372 
00379142125,112, $429 
00379142125,113, $418 
00379142125,114, $720 
00379142125,115, $-   
00379142125,116, $-   
00379142125,117, $-   
00379142125,118, $-   
00379142125,119, $-   
00177145923,109, $46 
00855145601,109," $7,814 "
00855145601,110," $4,821 "
00855145601,111," $2,842 "
00855145601,112," $3,045 "
00855145601,113," $5,217 "
00855145601,114," $3,605 "
00855145601,115, $-   
00855145601,116, $-   
00855145601,117, $-   
00855145601,118, $-   
00855145601,119, $-   
00162142908,109," $57,577 "
00162142908,110," $30,309 "
00162142908,111," $22,740 "
00162142908,112," $27,154 "
00162142908,113," $44,162 "
00162142908,114," $47,871 "
00162142908,115, $-   
00162142908,116, $-   
00162142908,117, $-   
00162142908,118, $-   
00162142908,119, $-   
00706144452,109," $55,704 "
00706144452,110," $10,983 "
00425147171,109, $495 
00425147171,110, $198 
00425147171,111, $103 
00425147171,112, $620 
00425147171,113, $208 
00425147171,114, $722 
00425147171,115, $-   
00425147171,116, $-   
00425147171,117, $-   
00425147171,118, $-   
00425147171,119, $-   
00665149411,109," $20,579 "
00665149411,110," $15,066 "
00665149411,111," $11,111 "
00665149411,112," $13,142 "
00665149411,113," $23,441 "
00665149411,114," $21,233 "
00665149411,115, $-   
00665149411,116, $-   
00665149411,117, $-   
00665149411,118, $-   
00665149411,119, $-   
003241470,109, $847 
003241470,110, $462 
003241470,111, $197 
003241470,112, $486 
003241470,113, $814 
003241470,114, $824 
003241470,115, $-   
003241470,116, $-   
003241470,117, $-   
003241470,118, $-   
003241470,119, $-   
00708141454,109, $609 
00942149688,109, $441 
00942149688,110," $3,368 "
00942149688,111," $3,589 "
00942149688,112," $4,045 "
00942149688,113," $6,419 "
00942149688,114," $7,568 "
00942149688,115, $-   
00942149688,116, $-   
00942149688,117, $-   
00942149688,118, $-   
00942149688,119, $-   
00049148795,109," $2,322 "
00049148795,110," $1,375 "
00194143940,109," $14,946 "
00194143940,110," $9,365 "
00194143940,111," $4,655 "
00194143940,112," $4,820 "
00194143940,113," $9,186 "
00194143940,114," $9,838 "
00194143940,115, $-   
00194143940,116, $-   
00194143940,117, $-   
00194143940,118, $-   
00194143940,119, $-   
00345144091,109," $77,979 "
00345144091,110," $59,970 "
00345144091,111," $38,177 "
00345144091,112," $41,456 "
00345144091,113," $64,262 "
00345144091,114," $45,540 "
00345144091,115, $-   
00345144091,116, $-   
00345144091,117, $-   
00345144091,118, $-   
00345144091,119, $-   
00753144499,109, $286 
00753144499,110, $802 
00753144499,111, $259 
00753144499,112," $4,534 "
00753144499,113, $-86 
00753144499,114, $-131 
00753144499,115, $-   
00753144499,116, $-   
00753144499,117, $-   
00265141011,109, $797 
0090314649,109, $900 
0090314649,110, $520 
0090314649,111, $-110 
0090314649,112, $434 
0090314649,113, $863 
00872147618,109," $50,018 "
00872147618,110," $31,527 "
00872147618,111," $19,816 "
00872147618,112," $20,640 "
00872147618,113," $31,634 "
00872147618,114," $27,626 "
00872147618,115, $-   
00872147618,116, $-   
00872147618,117, $-   
00872147618,118, $-   
00872147618,119, $-   
00958147704,109," $9,630 "
00958147704,110," $12,662 "
00958147704,111," $9,495 "
00958147704,112," $9,142 "
00958147704,113," $26,052 "
00958147704,114," $30,622 "
00958147704,115, $-   
00958147704,116, $-   
00958147704,117, $-   
00958147704,118, $-   
00958147704,119, $-   
00066147812,109, $626 
00066147812,110, $-9 
00066147812,111, $895 
00066147812,112, $240 
00066147812,113, $923 
00066147812,114, $-50 
00066147812,115, $-   
00066147812,116, $-   
00066147812,117, $-   
00066147812,118, $-   
00066147812,119, $-   
00283142029,109," $83,371 "
00283142029,110," $51,446 "
00283142029,111," $37,381 "
00283142029,112," $43,780 "
00283142029,113," $59,484 "
00283142029,114," $42,324 "
00283142029,115, $-   
00283142029,116, $-   
00283142029,117, $-   
00283142029,118, $-   
00283142029,119, $-   
00615147361,109, $583 
00615147361,110," $1,309 "
00615147361,111," $1,174 "
00615147361,112, $361 
00615147361,113, $993 
00615147361,114," $1,476 "
00615147361,115, $-   
00615147361,116, $-   
00615147361,117, $-   
00615147361,118, $-   
00615147361,119, $-   
